Date,Open,High,Low,Close,Volume,Market Cap
Dec-31-2022,21.024057986850973,21.127592926478354,20.138319765430076,20.423792092371013,32975900.839570932,174462825.98114535
Dec-30-2022,22.348522100202153,22.430293758764503,20.88236901054472,20.980167185707263,19151702.195147123,184716545.56034848
Dec-29-2022,23.384873153763504,23.384873153763504,22.217851354058535,22.25631322550844,23101493.54256263,191712345.89889258
Dec-28-2022,22.501593545684678,23.400535431350054,22.406891402138083,23.343349906208456,20730959.517137125,194647498.43314746
Dec-27-2022,23.19128011801344,23.362199275164365,22.18579832085815,22.501593545684678,20013228.045958042,192293156.52955514
Dec-26-2022,23.371123130998562,23.680362053579557,22.66550110182302,23.14219891092535,16133985.648663355,196933516.43927872
Dec-25-2022,22.774044327887964,23.4188384417855,22.665774281083248,23.4188384417855,13742341.517415121,195266871.02603495
Dec-24-2022,22.74991349323426,23.09302664408385,22.328762133712143,22.774044327887964,10987752.990571238,192132457.7374613
Dec-23-2022,23.06443388151305,23.101039902383945,22.726784315868077,22.752554226083156,9212868.943767566,194332736.53027797
Dec-22-2022,22.674880256424267,23.101677320657817,22.551312171046643,23.03236395182146,13698257.361623555,193656690.60804632
Dec-21-2022,22.26966435374893,22.690451474257408,22.091915715092245,22.626709646870278,12607328.571395382,189488224.73547566
Dec-20-2022,22.602669871969987,22.602669871969987,21.955599264237193,22.218306652825586,15953900.599782784,188498509.6430504
Dec-19-2022,22.023074541514145,22.822579176455594,21.941393942705204,22.586096996849335,23711630.182058804,190739251.47108555
Dec-18-2022,23.109144220437454,23.45708353821778,21.975450290480612,22.023074541514145,15323179.586528014,194723922.86092806
Dec-17-2022,23.41626194010445,23.43714145222095,22.692819027846074,23.219046043002923,14149187.020231597,195882976.18765712
Dec-16-2022,22.547760840663646,23.419723794121712,21.9976688703127,23.419723794121712,25665429.8623484,193906810.4683107
Dec-15-2022,24.952102569706245,25.24622557322115,22.216140108622593,22.45333187637728,30901324.77649322,206270570.62166628
Dec-14-2022,25.15962774772806,25.324487358632613,24.602979475131583,24.901018048043127,25404570.681456905,211693512.58611232
Dec-13-2022,26.297146187328128,26.490557103571366,25.096432278861393,25.15962774772806,25170890.37027744,219659858.8108695
Dec-12-2022,26.253710684951464,26.58443970933727,25.336556848604058,26.2405980804604,33600291.29938595,220330693.42785567
Dec-11-2022,26.898322679342186,26.898322679342186,25.7257462346792,26.262765787631576,28887216.533711646,220676790.76174748
Dec-10-2022,26.99839734833998,27.809002346433306,26.855342475732577,26.911344224079844,16491208.080488179,231467252.75050315
Dec-09-2022,26.584075470323626,27.20956491649821,26.584075470323626,26.99839734833998,15522700.114116773,228225849.90810275
Dec-08-2022,27.13844724908485,27.248993789724818,26.36270920978346,26.58362017155658,22316368.251977384,227553623.70692533
Dec-07-2022,26.6329745579049,27.63781893678632,26.51723761132055,27.139357846618953,32890431.538242064,228076478.02356777
Dec-06-2022,27.8030013294724,28.123804840736494,26.388752299258776,26.648545775738043,40806842.71150961,231092012.98666635
Dec-05-2022,28.20466590176474,28.875594164891,27.53610519222714,27.859549436340128,63724721.31643679,239192380.05804613
Dec-04-2022,26.819100693875324,28.29608989418857,26.782767852264655,28.028829517929665,30379315.579056893,234420930.99156895
Dec-03-2022,26.71001110928992,26.961244968948627,26.145986996667215,26.83594674825621,21203189.84253638,225147391.68731904
Dec-02-2022,28.00151159190661,28.063978582746,26.506310440911328,26.71001110928992,28288155.654328607,232544070.11722437
Dec-01-2022,27.396419530495915,28.191006938753212,26.761368810213263,27.99632118596223,39907776.58077008,233236102.56142625
Nov-30-2022,27.161121127683987,27.981975213505695,26.67094647507695,27.42291791873828,66426556.02458794,229889012.63418305
Nov-29-2022,24.40255695787576,28.450162996958607,24.40255695787576,27.22431659655066,36243638.153779745,217007198.11032045
Nov-28-2022,23.29827532827041,24.625562293977307,23.134549891638894,24.40255695787576,20558385.38137615,204072055.47137994
Nov-27-2022,23.465552095284927,23.668251106376005,22.65047624251034,23.309566737693274,24787782.2157025,195760759.82440728
Nov-26-2022,24.211331475714367,24.822888779617188,23.431859986523158,23.458540494272345,18465866.10031375,205825773.57037643
Nov-25-2022,23.865759711522703,24.565098617712945,23.865759711522703,24.263508714418403,20655358.43866435,205350270.16398126
Nov-24-2022,24.120271722304178,24.48669617002677,23.494782276129598,23.865759711522703,21938475.73012705,203394877.6808126
Nov-23-2022,23.89808592398332,24.24393086743521,23.453350088327962,24.06818554335355,21777584.493553367,201833694.8377341
Nov-22-2022,23.30583328780346,24.05725837294433,22.98566719481324,23.909468393159596,29258664.976914376,200461354.26948112
Nov-21-2022,22.06068221967255,23.26303520370067,21.267733886976636,23.25310969057896,30967397.648837168,188207573.24885607
Nov-20-2022,21.388843359012185,22.13198200659273,20.636416616583805,22.107031634158336,28946359.73214333,181048790.26813105
Nov-19-2022,22.40042615964596,22.75346482361726,21.380647981205268,21.388843359012185,19835418.964414075,189318249.42396703
Nov-18-2022,21.781948314483966,22.494764064178913,21.477353439326887,22.40042615964596,15056132.797548505,186244915.39641342
Nov-17-2022,22.04001165564844,22.592653299094867,21.611029157333043,21.781948314483966,19718198.489675015,187679529.53668082
Nov-16-2022,22.52262834872243,22.726738874888294,21.88093026644084,22.04001165564844,20926212.834195133,188866704.00024948
Nov-15-2022,22.82239705694877,23.19501356790326,22.14372871478264,22.52262834872243,24431459.574022476,192023349.29379782
Nov-14-2022,22.076526616765925,23.353548598590397,21.795516217742087,22.872388861570965,29830603.011970967,191895968.45834237
Nov-13-2022,21.077601121856162,22.230944578664342,19.88945345936003,22.071791509588596,45810970.66228192,179453543.25419655
Nov-12-2022,21.920905498187913,22.600120198874503,20.904496530623398,21.131781675135223,28918417.62286635,185409203.95021597
Nov-11-2022,23.819865595803968,23.82569342002222,21.814092407437762,21.873372306907797,53794758.799786925,190075606.39551193
Nov-10-2022,25.675754430057005,25.90076308073358,22.87621337121419,23.819137117776684,56897411.24327223,205264987.56726646
Nov-09-2022,22.345405812529734,26.36689795844033,22.108841674788973,25.675754430057005,100222525.83141549,210154386.07600895
Nov-08-2022,27.344568376255197,27.492064474849144,21.64809047697099,22.17465556556919,123261757.10417843,210205322.76026618
Nov-07-2022,32.505235935821084,32.8673805751334,23.87777959897285,27.298354225811597,104978260.25437893,251065489.2897628
Nov-06-2022,32.968274781911894,33.739915132309825,31.617585459578578,32.433298730627044,83293453.50917296,277966458.49420685
Nov-05-2022,35.2216394398004,35.438452712670056,32.99058442149739,33.03839079203774,139518393.1848857,292772256.5447622
Nov-04-2022,33.02564242656031,36.25635141780037,33.00870531242602,35.113551512502504,95581660.56566319,291268075.53259456
Nov-03-2022,30.628039119270067,33.06880474967674,30.50383361561857,33.02564242656031,55451591.05482839,270352264.05352587
Nov-02-2022,29.568103589575482,31.130506838587486,29.550711176674135,30.55737675062376,58983239.54178733,259497219.19212022
Nov-01-2022,30.830100712087273,31.160101258445795,29.02821031160648,29.568103589575482,60877646.49399157,255327707.4637782
Oct-31-2022,31.840499735926716,32.01651823926861,30.792128794915225,30.830100712087273,68567058.42516153,266222256.6487451
Oct-30-2022,33.28379682747819,33.75084230271905,31.688429947731702,31.840499735926716,51009285.38563204,276287432.6863176
Oct-29-2022,32.66987196998671,33.828880511391574,32.490484255768635,33.212952339325064,46923823.25886021,280354591.08282197
Oct-28-2022,32.22968912200186,33.3464459378244,32.226775209892736,32.60822451692801,36685382.04662904,277482422.3242646
Oct-27-2022,31.74962210202335,32.660310695878636,31.277204101331296,32.298985594347016,42619987.467808895,270726298.1344224
Oct-26-2022,32.76002112586279,33.79272978928773,31.65218816587445,31.901327651204724,64859691.56299073,276553451.6613594
Oct-25-2022,31.808719881986562,32.83277786883753,31.724216430821908,32.82995501648181,74980418.37950064,273814956.7427314
Oct-24-2022,31.126318089930614,33.08565080405763,31.126318089930614,31.890855779562553,54246908.02748832,269057460.8018566
Oct-23-2022,31.627875211713928,31.889034584494347,30.43453714327342,31.126318089930614,54118391.11612442,263601297.70031846
Oct-22-2022,31.485002458613344,31.758545957857553,30.620481159737025,31.62377752281047,29055816.945829857,264583354.61669767
Oct-21-2022,31.93401810267898,32.027263290171014,31.320821723214774,31.479356753901914,41669950.69188992,267804692.15862027
Oct-20-2022,32.74699958112514,32.84652789160247,31.402320202516893,31.93401810267898,48815059.73004391,271556797.6974032
Oct-19-2022,33.694931614125196,34.64559543972755,32.504598517547215,32.707661767651935,44976404.62679876,286190584.87107474
Oct-18-2022,34.16379828443425,34.87160574769163,33.546139977052945,33.694931614125196,42753621.05985376,290139349.4014314
Oct-17-2022,34.67400608279153,34.85357591651642,33.55433535485986,34.239742118778345,54294993.650849625,290918791.20618135
Oct-16-2022,35.22974375785391,35.945109180644344,34.24302026990111,34.67400608279153,34234567.776917815,296448848.38090074
Oct-15-2022,35.32025715274363,36.03562257553407,35.0884190205613,35.22974375785391,25814250.76930564,301517368.45316255
Oct-14-2022,36.35852046112659,36.66930739951557,35.07403157952248,35.39756688338888,23533844.600341897,305516463.5965811
Oct-13-2022,37.03482124970406,38.478755759529406,35.77018339434337,36.34039957019797,45953673.80951414,313307620.2986299
Oct-12-2022,36.50485348485677,37.473729261141166,33.26640441457685,37.113770055910685,40757075.51234514,302117136.96881366
Oct-11-2022,37.29388624815604,37.56806716567412,36.284762060864345,36.50485348485677,23656888.35395142,313105350.82993805
Oct-10-2022,38.150303228978856,38.150303228978856,37.09417404193607,37.25873718333971,36271543.34085792,318253255.01611423
Oct-09-2022,39.67345972427107,40.283742191626146,38.227521899870695,38.227521899870695,31940418.928525902,331617359.89155483
Oct-08-2022,38.76268007066237,39.96249555856508,38.613524194576485,39.7533191280118,20473900.746720847,331541382.42920864
Oct-07-2022,38.52638001056294,39.97860095794861,38.098945528055516,38.801835764628755,28373539.47005158,331242585.0679503
Oct-06-2022,38.69875612376842,39.64559543972755,38.490502467719324,38.50898759766159,37082065.44264392,331067152.5626043
Oct-05-2022,39.44453550419786,40.044528219417586,38.33907009779818,38.69875612376842,30382301.72872371,331636018.88876516
Oct-04-2022,39.95993370849952,40.06756633703036,38.34007175508569,39.44453550419786,27576358.33090817,332427360.77060443
Oct-03-2022,38.820867253091485,40.343204210603,38.51062667322297,40.00956127410807,27326312.2175057,334376811.7987098
Oct-02-2022,36.96470523957821,38.92513067074615,36.683512721047556,38.820867253091485,28110660.28255014,321662048.7583737
Oct-01-2022,38.28525378353276,38.63137190624488,36.87646833852374,36.96470523957821,20159760.559437245,322319862.6995703
Sep-30-2022,38.409459287184255,38.99633939791291,37.9763790999654,38.28525378353276,28924740.665497348,326806032.9824186
Sep-29-2022,39.21706824017921,39.80877451783861,38.06932115665075,38.425030505017396,35442591.962178916,330578641.3115387
Sep-28-2022,40.09952831047733,40.43836165291665,38.410916243238816,39.21706824017921,49732844.27741484,332908610.61842406
Sep-27-2022,38.69301935930358,40.67092826312627,37.01815731482999,40.09952831047733,60249545.27939012,327612493.1271653
Sep-26-2022,38.36174397639732,41.18887614052341,38.28233987142363,38.69301935930358,63530743.94643572,336858259.44931424
Sep-25-2022,36.81345498916389,38.55433535485986,36.44457192809922,38.36174397639732,40408519.62878354,318323213.00073373
Sep-24-2022,37.4678103771695,38.198792557453835,36.294141215465594,36.81345498916389,22181172.970057793,317215620.0381336
Sep-23-2022,38.40408676173305,38.746835673569,37.32684987889053,37.4883898814402,40217910.470628604,323630955.22107744
Sep-22-2022,38.021362618150036,38.70585878453441,36.13724526033984,38.40408676173305,47755436.24266785,318277325.89031297
Sep-21-2022,36.62013139211341,38.67098382580977,36.58863447320852,38.10022036460325,92250806.5165647,319444880.74039215
Sep-20-2022,36.346227394416225,39.86850971607569,35.71150268901493,36.7064528458573,61377756.54399232,316300985.64163446
Sep-19-2022,36.41880201788414,37.38207004664956,35.828461636525894,36.33812307636271,55768669.545738526,310632884.2261021
Sep-18-2022,36.06312262106395,36.70072301444208,34.370959223442426,36.587535740953214,82039979.42929704,301293128.69191515
Sep-17-2022,40.81170664189842,40.81170664189842,35.71072137536652,35.90103625999381,27191785.499644868,334313514.983433
Sep-16-2022,39.974412209291735,40.816714928335976,39.823890436904705,40.81170664189842,35954525.412318185,341055546.2592074
Sep-15-2022,40.48808027827861,40.64515835291118,38.97530459487516,39.8941227164894,45997388.35270764,337330431.34134257
Sep-14-2022,43.338341619770894,43.37831685151797,40.26698719699867,40.48808027827861,44189646.67192131,354421929.9776222
Sep-13-2022,42.22959806224845,43.58283705767725,42.12688266040176,43.338341619770894,49470641.23360102,363673697.2098852
Sep-12-2022,47.449416306980645,47.449416306980645,42.06487096832942,42.3150121109472,41282288.15563119,381718623.4473897
Sep-11-2022,47.260103079640864,49.3742373745652,46.57496949498261,47.344606530805514,30069743.539742403,405701137.4495524
Sep-10-2022,47.62534375056913,48.681819009634125,46.51505217723871,47.26747891966709,23985375.694174297,404742129.66764116
Sep-09-2022,48.00369702598846,48.414285454114996,46.983736728040945,47.639275892840885,25235034.159032177,403108501.2266883
Sep-08-2022,45.76344497259102,49.29856671948133,45.5388916206815,47.94059261687519,22353690.858578954,401566169.9478733
Sep-07-2022,43.99215064925605,45.79212879491522,43.8997249995447,45.76344497259102,18303141.191331055,378407798.5707932
Sep-06-2022,41.5212442404706,44.596514232639464,41.19279170992005,44.13174525123386,21468915.5685908,362091821.75994384
Sep-05-2022,46.70919157150922,47.75392012238431,41.72093827969915,41.72986213553334,19879806.14648257,382482432.57621586
Sep-04-2022,46.01552552045901,46.757362181063215,44.346099910761446,46.757362181063215,17578688.12353376,384344840.8377778
