Start,End,Open,High,Low,Close,Volume,Market Cap
2024-12-31,2025-01-01,32.737870044074015,33.30353456305273,31.40940821754703,31.708420153058775,52060347.83116661,273368417.7354502
2024-12-30,2024-12-31,33.11264319253334,34.70094005358017,31.406239497613857,32.96390539930672,64213339.601628564,279700737.49773365
2024-12-29,2024-12-30,33.76040636432597,34.86091239929711,32.97504392998089,33.285290417982964,42587040.61465204,285867875.1452748
2024-12-28,2024-12-29,32.41782933082396,34.2972643384577,31.79195913311504,33.86535820938517,43491273.95556117,278436014.08623314
2024-12-27,2024-12-28,32.85472859433663,34.69056969743526,32.093755701295336,32.27994200282304,54128815.96301467,279451650.8140893
2024-12-26,2024-12-27,35.003408774473556,35.15521926581719,32.020875142832445,32.81343921338928,66513600.118518345,281239462.78838456
2024-12-25,2024-12-26,34.79292895345822,36.78038850426817,34.018416984338835,34.8396915779265,97124177.71176764,297184396.12353164
2024-12-24,2024-12-25,31.670491535676902,35.2661244634781,30.930259354925436,34.85841583207704,77458911.05372031,278388297.7510051
2024-12-23,2024-12-24,29.000220850177158,31.8449631756335,28.48439165378374,31.60404443889652,62580766.33171335,251115498.12521583
2024-12-22,2024-12-23,29.423196950347116,30.472331313674463,28.663568362732008,29.0623469652305,69664461.91431835,251225808.4259043
2024-12-21,2024-12-22,30.654100611658965,32.99616872953535,29.301249243828195,29.560892234715723,106394971.91964103,259726131.98931336
2024-12-20,2024-12-21,28.46029017792842,30.83020462249023,24.791680669848187,30.47703638266614,106984545.40244365,238412417.40743703
2024-12-19,2024-12-20,30.995650211728105,31.514360062606222,28.020990369011837,28.677683569707035,102041452.75855453,257301112.4512158
2024-12-18,2024-12-19,34.37312157322143,34.90028134392134,31.1484209212333,31.216404367072197,66654247.7425087,285738702.7305426
2024-12-17,2024-12-18,36.3587567095244,36.78768616229607,34.01131136994325,34.39280604553355,69880617.33061291,301570929.023785
2024-12-16,2024-12-17,37.52359736132049,38.00908366380841,35.01301095608922,36.62502520572674,90785973.34387542,309663127.50884175
2024-12-15,2024-12-16,35.91715237702006,39.321413825221086,34.75154355069471,37.67838452896498,68802360.35341516,309411960.7618056
2024-12-14,2024-12-15,37.66580567104846,38.23156621184333,35.235877591388764,35.88335269773292,70096527.34592588,310235884.87834054
2024-12-13,2024-12-14,37.87638151387995,38.24721776787686,36.347234091585605,37.6816492707143,99259308.63087912,316819328.9038614
2024-12-12,2024-12-13,36.5440788147067,39.36011061713221,36.41829023554151,37.72543521888173,129987166.95527299,322242581.63385034
2024-12-11,2024-12-12,34.24099555418991,37.22410531672796,32.708103281065455,36.549936145492254,172147545.07513306,300718133.63968414
2024-12-10,2024-12-11,34.79609767339139,35.86117165820074,30.788339110645932,34.13930845088004,206801848.00174752,287350855.80363715
2024-12-09,2024-12-10,43.652093755701294,43.670145857138735,31.329326022872394,35.403915769662866,100853496.4905699,336949169.7676081
2024-12-08,2024-12-09,43.41203921530971,44.14420556350403,41.97756930374581,43.85729237682801,89390111.84400329,365020031.8404327
2024-12-07,2024-12-08,45.19161153414055,45.55678250098422,43.211065554093885,43.31592137733693,131261508.96243209,374991039.97682625
2024-12-06,2024-12-07,42.78597697396848,45.83764631324237,42.18689686296726,45.61871657240525,180216787.99101475,375118159.8473159
2024-12-05,2024-12-06,43.824452915702444,44.79283293164207,41.89316612734413,43.16545519141949,267571164.65532294,367139203.5084357
2024-12-04,2024-12-05,42.962465072064376,47.78852155209663,41.93416744284301,43.957539152895535,310744003.8775416,375015070.9853822
2024-12-03,2024-12-04,40.10831260862468,43.6839729986653,38.96642117089003,43.35577043104193,343998861.505794,353243797.7551705
2024-12-02,2024-12-03,40.2309324678567,40.91585608250194,36.69444897880798,40.275198525104905,236617643.44663984,327930787.7358795
2024-12-01,2024-12-02,39.77962993192053,42.066581527323,38.51675100582852,39.88851867144215,196704465.42931902,335677225.66943514
2024-11-30,2024-12-01,40.70816089415515,41.76132817376108,38.42620243319282,39.680055308566104,292858346.48893553,336088023.02823967
2024-11-29,2024-11-30,35.30146049182374,41.856677837204614,35.247688274776024,39.74400583812642,178029136.1639873,319407595.0713842
2024-11-28,2024-11-29,35.85320184745974,36.315642914070075,34.40115994353917,35.406988467779875,145426851.9086979,300652127.6677963
2024-11-27,2024-11-28,34.45992529502703,36.90972989063115,34.02984358046148,35.97313309583937,280624669.9919211,301858045.94399667
2024-11-26,2024-11-27,38.112307116176794,42.88996860086611,33.20434402696292,34.76537069222127,567918865.4630972,304977409.0543754
2024-11-25,2024-11-26,38.6069154911996,39.07079688505228,36.106507398480936,38.25758812402177,773117442.9383665,319965270.6890127
2024-11-24,2024-11-25,47.016122062932695,48.386545423120126,36.35750842591436,39.022401889709336,2673014795.4730296,346575233.4710237
2024-11-23,2024-11-24,22.19870754635453,48.21341808858973,22.19870754635453,48.21341808858973,687956773.213299,260324467.68700272
2024-11-22,2024-11-23,20.046858646284434,22.437033694055287,19.757544914204505,22.437033694055287,44666722.3180563,174388403.4686827
2024-11-21,2024-11-22,19.183910584484792,20.72784536646726,18.720893386977522,20.02890256666314,35172060.10576232,167723327.83546883
2024-11-20,2024-11-21,20.198957203076535,20.487310716994898,18.890275870677815,19.223183507292855,33940519.77110941,167241814.4964905
2024-11-19,2024-11-20,21.095896987795626,21.264703340598984,19.71241466061089,20.243703369405527,38937029.75950282,173882584.39941245
2024-11-18,2024-11-19,19.716831664154093,21.610093813314386,19.661042988967093,21.106555409389014,43961781.29970781,176664943.5791533
2024-11-17,2024-11-18,21.196143763863148,21.92619763210201,19.528052773590158,19.70713346072227,58205959.35814735,175151912.79974487
2024-11-16,2024-11-17,19.369520755115563,21.24847565366851,19.095474491804538,21.109820151138337,43124135.42140746,169569567.88944817
2024-11-15,2024-11-16,17.540305157331744,19.13263493465715,17.04848141497748,19.13263493465715,28700321.445575986,151444214.98836312
2024-11-14,2024-11-15,18.3281641588969,18.618150043689926,17.288247889920587,17.555572626100652,44162019.989199385,152393222.27835947
2024-11-13,2024-11-14,18.82738158109522,18.937422582410722,17.11031946458235,18.284666276177948,54893874.7850759,152859257.0032608
2024-11-12,2024-11-13,19.3187252143687,20.213552519132342,18.0711137570456,18.868382896594103,59986590.05820896,160906306.67608237
2024-11-11,2024-11-12,18.669521715333723,19.629643855083874,18.218891332110655,19.629643855083874,53109927.581818365,159445634.01013768
2024-11-10,2024-11-11,17.266162872204564,19.691769970137212,17.113680228147835,18.63745042873741,45958798.601132765,157270619.30826086
2024-11-09,2024-11-10,16.94420172263138,17.42325456343681,16.538893636634242,17.380716898879424,30411110.75126164,143052790.58635572
2024-11-08,2024-11-09,16.67034750295267,17.120209711646485,16.379497421814236,17.061732425607097,24519909.022842184,141329343.79527265
2024-11-07,2024-11-08,16.612926456891007,16.74332408323171,16.061665210335786,16.5896891773811,23217465.096989892,139275104.8285557
2024-11-06,2024-11-07,15.123340022853192,16.720374869170275,15.123340022853192,16.573173425002157,24960469.47775942,136344246.38783157
2024-11-05,2024-11-06,14.42026828495434,15.163669185638977,14.407401361589352,15.040761260958488,16001454.185164386,125195043.52782679
2024-11-04,2024-11-05,14.878580413469939,15.064862736813803,14.164562188529233,14.357085929923278,15429390.421057671,125128329.11233251
2024-11-03,2024-11-04,15.430801878186722,15.551981410176392,14.498141977857369,14.943875248456449,17103040.873743657,126988982.24938029
2024-11-02,2024-11-03,15.779937201732235,15.95162420902029,15.185370116090375,15.337276629250164,15831278.153086277,131886618.6138257
2024-11-01,2024-11-02,15.92877101677501,16.223942079640494,15.560623373630488,15.746905696974352,18136068.935768127,134020998.81357853
2024-10-31,2024-11-01,16.844627099276956,16.86095080802358,15.729333704617687,15.945190747337792,17767846.442446914,138298138.78939775
2024-10-30,2024-10-31,17.013337430264155,17.11636883900022,16.616575285904958,16.871897295065438,27658909.775659915,142803788.89707434
2024-10-29,2024-10-30,16.64384548169344,17.20269245172503,16.64384548169344,17.022459502799034,21678229.980680875,143640179.08771312
2024-10-28,2024-10-29,16.799592867499495,16.877370538586366,16.097385325946053,16.65277551059601,16168699.86561295,139799939.01443675
2024-10-27,2024-10-28,16.348674418827958,17.00940053580173,16.21885292338419,16.763680708256917,12605248.17440613,139443922.80100256
2024-10-26,2024-10-27,15.815465273710187,16.502309324678567,15.692077239948913,16.34214493532931,27911194.768677924,137933456.61040112
2024-10-25,2024-10-26,17.665133518335363,17.686738426970606,15.685259691001795,15.888057766724597,79055769.4005639,145989373.36597717
2024-10-24,2024-10-25,17.43592944316949,17.785640897611938,17.105998482855302,17.6019511633043,25254033.68746424,147952328.43703482
2024-10-23,2024-10-24,18.01522906004244,18.01522906004244,16.85595767358344,17.45570993729775,22352635.35889291,148168140.10861036
2024-10-22,2024-10-23,18.334117511498608,18.45981006884764,17.756930374581103,17.97451580999203,19637556.062772304,153290333.37001342
2024-10-21,2024-10-22,18.738753444782652,19.06081061617199,18.106545807207397,18.30060589765995,23531766.21156898,157251788.41970876
2024-10-20,2024-10-21,17.684145837934377,18.83592752273316,17.511594634300913,18.74681927733981,16758137.15468489,154860480.3446186
2024-10-19,2024-10-20,17.732348789645005,17.930153730927664,17.48826133297485,17.68174529253046,18303561.37890138,150113817.2348855
2024-10-18,2024-10-19,16.903104385316343,17.6982610449094,16.897055010898477,17.6982610449094,34260688.10638655,146193302.67906556
