Start,End,Open,High,Low,Close,Volume,Market Cap
2024-12-31,2025-01-01,12.103821975394345,12.307551390335146,11.628099811022407,11.716032241891318,21320117.58053317,107573300.92508045
2024-12-30,2024-12-31,12.949689536812063,13.416734158664044,11.836457248640519,12.135061128466196,26389489.587822437,111740693.70015115
2024-12-29,2024-12-30,13.900169694164834,14.27716070808747,12.887211230668361,13.000404951984263,21488819.15611688,121690139.9567003
2024-12-28,2024-12-29,13.025473408153031,14.159821049789809,12.876219676809749,13.906147556789694,16382020.864265766,120038740.98768507
2024-12-27,2024-12-28,12.850379883528095,13.615160630953758,12.721084499980716,12.999151529175826,12651950.360828543,117428495.99139865
2024-12-26,2024-12-27,13.980678005322224,14.071599367503566,12.619653669636314,12.800339388329668,14889897.60365447,118610805.24369481
2024-12-25,2024-12-26,13.954934629179682,14.712580508311156,13.69730803347603,13.89052798025377,21795147.430632617,125774227.9363636
2024-12-24,2024-12-25,12.999344363454046,14.327490454703227,12.673550850399167,13.977206988314242,17030395.573653758,119445385.77807555
2024-12-23,2024-12-24,11.951868564155964,13.19767441860465,11.782174399321223,12.977072004319487,15393610.379079938,110842075.00500898
2024-12-22,2024-12-23,11.960931775232364,12.406571792201781,11.699737745381617,12.004030236414826,26569577.789011884,108491844.73266114
2024-12-21,2024-12-22,12.17748466967488,13.016506614215741,11.788248679085193,12.04057233213776,30521267.36331577,110120628.40659893
2024-12-20,2024-12-21,11.728566469975702,12.296849087893863,10.198619306567934,12.134868294187974,33964732.95207241,103633715.464355
2024-12-19,2024-12-20,12.58937868795557,13.060087161093756,11.490608970650623,11.848316556751127,35663053.845915064,111829708.9861983
2024-12-18,2024-12-19,14.012109992672297,14.073045624590225,12.651085656986385,12.651085656986385,25442957.450276636,121466098.37329839
2024-12-17,2024-12-18,14.96413282425084,15.042423541208684,13.90556905395503,14.048073585560568,23290502.192868408,131008236.58696495
2024-12-16,2024-12-17,15.803829688765475,16.16741872035173,14.755678969493616,15.038084769948705,19879919.97511833,137163098.29858354
2024-12-15,2024-12-16,15.409580006942033,16.00071348682942,15.022947279108333,15.857051949554553,17636095.009112928,139079832.19856742
2024-12-14,2024-12-15,16.446546338077056,16.799047398665586,15.132284314859808,15.435612634501908,16763903.183485644,142666236.24980733
2024-12-13,2024-12-14,16.833371900188975,16.90443133171352,16.115160630953756,16.40364071117282,24316680.722740185,147235568.8134161
2024-12-12,2024-12-13,16.305391646419068,17.4882371090285,16.279937521693853,16.726156041497934,27231930.746155776,150455994.18970832
2024-12-11,2024-12-12,14.606135986733,16.788248679085193,14.112962320182033,16.467468857264066,36321025.853499964,139283502.77553698
2024-12-10,2024-12-11,14.680087932430867,15.258494349955647,13.205580624011724,14.600254541247251,58355763.903922565,130677318.08975002
2024-12-09,2024-12-10,19.01423116973273,19.01423116973273,12.982760615527015,14.925469551467469,31933641.243314795,154303612.0480707
2024-12-08,2024-12-09,18.483454818928614,19.131185159473944,18.15621504878707,19.131185159473944,19752281.945081066,167008093.29497072
2024-12-07,2024-12-08,18.982027845269773,19.238497435304097,18.396100890894363,18.474873693547764,27960377.04409374,168585639.23152247
2024-12-06,2024-12-07,18.59635928882718,19.77313047167264,18.59635928882718,19.01722010104516,50837379.21224904,172447267.42028457
2024-12-05,2024-12-06,18.940182806895752,19.069285356164908,17.51513749084037,18.720351729723475,54373951.58834763,166331477.2157535
